NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
POM121L9P	1	ENSG00000128262	
OBP2B	1	ENSG00000171102	
ZKSCAN8P2	1	ENSG00000218016	
VWC2L	1	ENSG00000174453	
RIMBP3C	1	ENSG00000183246	
VAC14	1	ENSG00000103043	
RPL18AP7	1	ENSG00000232439	
RPL18AP8	1	ENSG00000218754	
RPL18AP9	1	ENSG00000223916	
THBS2	1	ENSG00000186340	
THBS1	1	ENSG00000137801	
THBS4	1	ENSG00000113296	
THBS3	1	ENSG00000169231	
RPL18AP2	1	ENSG00000225043	
RPL18AP3	1	ENSG00000213442	
TCF7L2	1	ENSG00000148737	
TCF7L1	1	ENSG00000152284	
LPIN1	1	ENSG00000134324	
LPIN2	1	ENSG00000101577	
LPIN3	1	ENSG00000132793	
ZNF296	1	ENSG00000170684	
PID1	1	ENSG00000153823	
UGT2B29P	1	ENSG00000250566	
OSGEPL1	1	ENSG00000128694	
ZNF292	1	ENSG00000188994	
SPRING1	1	ENSG00000111412	
AS3MT	1	ENSG00000214435	
RFKP5	1	ENSG00000226036	
RFKP6	1	ENSG00000243165	
RFKP1	1	ENSG00000215802	
CYP4F30P	1	ENSG00000214081	
RFKP2	1	ENSG00000239439	
RFKP3	1	ENSG00000241546	
RFKP4	1	ENSG00000230769	
MEF2A	1	ENSG00000068305	
ZNF287	1	ENSG00000141040	
MEF2C	1	ENSG00000081189	
ZNF285	1	ENSG00000267508	
ZNF284	1	ENSG00000186026	
MEF2B	1	ENSG00000213999	
ZNF283	1	ENSG00000167637	
ZNF282	1	ENSG00000170265	
SRSF2P1	1	ENSG00000236072	
ZNF281	1	ENSG00000162702	
SETMAR	1	ENSG00000170364	
EID1	1	ENSG00000255302	
EID2	1	ENSG00000176396	
EID3	1	ENSG00000255150	
NUP210L	1	ENSG00000143552	
THEGL	1	ENSG00000249693	
LETMD1	1	ENSG00000050426	
ZNF277	1	ENSG00000198839	
ZNF276	1	ENSG00000158805	
RBMY2AP	1	ENSG00000226092	
ZNF275	1	ENSG00000063587	
PIF1	1	ENSG00000140451	
LCEP1	1	ENSG00000233819	
RPIAP1	1	ENSG00000267597	
ZNF274	1	ENSG00000171606	
ZNF273	1	ENSG00000198039	
HHLA1	1	ENSG00000132297	
ATP7BP1	1	ENSG00000270855	
HHLA2	1	ENSG00000114455	
HHLA3	1	ENSG00000197568	
TLK2P1	1	ENSG00000226049	
TLK2P2	1	ENSG00000228828	
UGT2B27P	1	ENSG00000251685	
KIAA0040	1	ENSG00000235750	
IGHVII-1-1	1	ENSG00000254279	
GHRHR	1	ENSG00000106128	
GRPEL1	1	ENSG00000109519	
GRPEL2	1	ENSG00000164284	
LCEP4	1	ENSG00000226947	
ZNF268	1	ENSG00000090612	
ZNF267	1	ENSG00000185947	
LCEP2	1	ENSG00000229713	
ZNF266	1	ENSG00000174652	
ZNF264	1	ENSG00000083844	
PIGUP1	1	ENSG00000224437	
RBMY2BP	1	ENSG00000224657	
ZNF263	1	ENSG00000006194	
ZNF260	1	ENSG00000254004	
H1-1	1	ENSG00000124610	
H1-0	1	ENSG00000189060	
H1-3	1	ENSG00000124575	
EIF1	1	ENSG00000173812	
H1-2	1	ENSG00000187837	
H1-5	1	ENSG00000184357	
FERMT1	1	ENSG00000101311	
H1-4	1	ENSG00000168298	
FANCD2P2	1	ENSG00000230342	
H1-7	1	ENSG00000187166	
EIF5	1	ENSG00000100664	
FANCD2OS	1	ENSG00000163705	
H1-6	1	ENSG00000187475	
EIF6	1	ENSG00000242372	
H1-8	1	ENSG00000178804	
ZNF257	1	ENSG00000197134	
FERMT2	1	ENSG00000073712	
ZNF256	1	ENSG00000152454	
FERMT3	1	ENSG00000149781	
PIGS	1	ENSG00000087111	
ZNF254	1	ENSG00000213096	
PIGR	1	ENSG00000162896	
ZNF253	1	ENSG00000256771	
PIGU	1	ENSG00000101464	
TUT7	1	ENSG00000083223	
PIGT	1	ENSG00000124155	
ZNF251	1	ENSG00000198169	
PIGO	1	ENSG00000165282	
ZNF250	1	ENSG00000196150	
PIGN	1	ENSG00000197563	
PIGQ	1	ENSG00000007541	
NCAN	1	ENSG00000130287	
TUT4	1	ENSG00000134744	
PIGP	1	ENSG00000185808	
LRRC4	1	ENSG00000128594	
PIGZ	1	ENSG00000119227	
LRRC3	1	ENSG00000160233	
BMP2KL	1	ENSG00000204113	
PIGV	1	ENSG00000060642	
LRRC2	1	ENSG00000163827	
PIGY	1	ENSG00000255072	
LRRC1	1	ENSG00000137269	
PIGX	1	ENSG00000163964	
UGT2B25P	1	ENSG00000215110	
EDRF1	1	ENSG00000107938	
IFNWP2	1	ENSG00000237691	
CTLA4	1	ENSG00000163599	
CYP4F34P	1	ENSG00000244155	
IFNWP4	1	ENSG00000225027	
NELFCD	1	ENSG00000101158	
ZNF248	1	ENSG00000198105	
IFNWP5	1	ENSG00000232138	
IFNWP9	1	ENSG00000226597	
TVP23CP3	1	ENSG00000271682	
LYPLA2	1	ENSG00000011009	
TVP23CP2	1	ENSG00000262470	
LYPLA1	1	ENSG00000120992	
TVP23CP1	1	ENSG00000223584	
ROM1	1	ENSG00000149489	
PIFO	1	ENSG00000173947	
LRRD1	1	ENSG00000240720	
UGT2B26P	1	ENSG00000250919	
PIGC	1	ENSG00000135845	
GON7	1	ENSG00000170270	
PIGB	1	ENSG00000069943	
LRRC7	1	ENSG00000033122	
PIGA	1	ENSG00000165195	
LRRC9	1	ENSG00000131951	
TMEM106C	1	ENSG00000134291	
PIGK	1	ENSG00000142892	
TMEM106B	1	ENSG00000106460	
TUT1	1	ENSG00000149016	
ZNF239	1	ENSG00000196793	
PIGM	1	ENSG00000143315	
TLR10	1	ENSG00000174123	
PIGL	1	ENSG00000108474	
ZNF236	1	ENSG00000130856	
PIGG	1	ENSG00000174227	
PIGF	1	ENSG00000151665	
ZNF235	1	ENSG00000159917	
TMEM106A	1	ENSG00000184988	
ZNF234	1	ENSG00000263002	
PIGH	1	ENSG00000100564	
ZNF233	1	ENSG00000159915	
ZNF232	1	ENSG00000167840	
S100A11P5	1	ENSG00000238032	
SERPINB10	1	ENSG00000242550	
SERPINB11	1	ENSG00000206072	
S100A11P6	1	ENSG00000232813	
ZNF230	1	ENSG00000159882	
SERPINB12	1	ENSG00000166634	
S100A11P7	1	ENSG00000231568	
SERPINB13	1	ENSG00000197641	
S100A11P9	1	ENSG00000270747	
KIAA0087	1	ENSG00000122548	
S100A11P1	1	ENSG00000237632	
S100A11P2	1	ENSG00000236592	
PET117	1	ENSG00000232838	
BGLAP	1	ENSG00000242252	
PDCL2P2	1	ENSG00000255058	
PDCL2P1	1	ENSG00000228610	
ZNF227	1	ENSG00000131115	
PABPC1L2B	1	ENSG00000184388	
NCDN	1	ENSG00000020129	
ZNF226	1	ENSG00000167380	
PABPC1L2A	1	ENSG00000186288	
ZNF225	1	ENSG00000256294	
MEF2D	1	ENSG00000116604	
ZNF224	1	ENSG00000267680	
ZNF223	1	ENSG00000178386	
ZNF222	1	ENSG00000159885	
ZNF221	1	ENSG00000159905	
PET100	1	ENSG00000229833	
UGT2B24P	1	ENSG00000249956	
OR11M1P	1	ENSG00000224709	
PMPCAP1	1	ENSG00000248817	
ZNF219	1	ENSG00000165804	
ZNF217	1	ENSG00000171940	
GOPC	1	ENSG00000047932	
ZNF215	1	ENSG00000149054	
ZNF214	1	ENSG00000149050	
ZNF213	1	ENSG00000085644	
ZNF212	1	ENSG00000170260	
ZNF211	1	ENSG00000121417	
NCF1	1	ENSG00000158517	
NCF2	1	ENSG00000116701	
NCF4	1	ENSG00000100365	
RORC	1	ENSG00000143365	
F13A1	1	ENSG00000124491	
RORA	1	ENSG00000069667	
SAYSD1	1	ENSG00000112167	
BNIP3P10	1	ENSG00000270270	
RORB	1	ENSG00000198963	
TSEN2	1	ENSG00000154743	
PTENP1	1	ENSG00000237984	
IGKV1D-43	1	ENSG00000242580	
BNIP3P16	1	ENSG00000267641	
BNIP3P15	1	ENSG00000270716	
MTRF1	1	ENSG00000120662	
IGKV1D-42	1	ENSG00000211633	
BNIP3P18	1	ENSG00000269055	
BNIP3P17	1	ENSG00000271524	
BNIP3P11	1	ENSG00000271550	
ZNF208	1	ENSG00000160321	
BNIP3P13	1	ENSG00000269154	
ZNF207	1	ENSG00000010244	
PIM1	1	ENSG00000137193	
OR2A41P	1	ENSG00000239967	
MTREX	1	ENSG00000039123	
ZNF205	1	ENSG00000122386	
PIM3	1	ENSG00000198355	
PIM2	1	ENSG00000102096	
RPL23P10	1	ENSG00000244708	
ROS1	1	ENSG00000047936	
ZNF202	1	ENSG00000166261	
RPL23P11	1	ENSG00000226407	
BNIP3P19	1	ENSG00000271638	
ZNF200	1	ENSG00000010539	
NDUFA12P1	1	ENSG00000225999	
IGKV1D-37	1	ENSG00000250036	
IGKV1D-39	1	ENSG00000251546	
BNIP3P20	1	ENSG00000271704	
IGKV1D-33	1	ENSG00000239975	
IGKV1D-32	1	ENSG00000253191	
IGKV1D-35	1	ENSG00000232747	
NSA2P3	1	ENSG00000179031	
BNIP3P27	1	ENSG00000268438	
NSA2P2	1	ENSG00000258357	
BNIP3P26	1	ENSG00000268705	
NSA2P5	1	ENSG00000227176	
BNIP3P29	1	ENSG00000269742	
NSA2P4	1	ENSG00000259750	
BNIP3P28	1	ENSG00000271095	
NSA2P7	1	ENSG00000238251	
BNIP3P23	1	ENSG00000268335	
NSA2P6	1	ENSG00000250980	
BNIP3P22	1	ENSG00000268174	
BNIP3P25	1	ENSG00000268322	
BNIP3P24	1	ENSG00000269040	
ROR1	1	ENSG00000185483	
RAD54L2	1	ENSG00000164080	
ROR2	1	ENSG00000169071	
NSA2P1	1	ENSG00000236035	
BIRC8	1	ENSG00000163098	
IGKV1D-27	1	ENSG00000224607	
IGKV1D-22	1	ENSG00000253365	
B3GALNT2P1	1	ENSG00000218725	
ATXN3	1	ENSG00000066427	
PORCN	1	ENSG00000102312	
ATXN2	1	ENSG00000204842	
ATXN1	1	ENSG00000124788	
ATXN7	1	ENSG00000163635	
THEM5	1	ENSG00000196407	
THEM4	1	ENSG00000159445	
RBMY2JP	1	ENSG00000227204	
THEM6	1	ENSG00000130193	
MFSD14CP	1	ENSG00000196312	
C9orf85	1	ENSG00000155621	
RARRES2P2	1	ENSG00000213543	
RARRES2P1	1	ENSG00000241622	
ALG3P1	1	ENSG00000251568	
GOT1	1	ENSG00000120053	
OR52Y1P	1	ENSG00000231070	
GOT2	1	ENSG00000125166	
RARRES2P9	1	ENSG00000261486	
IGKV1D-17	1	ENSG00000242766	
RARRES2P8	1	ENSG00000259996	
IGKV1D-16	1	ENSG00000241244	
RARRES2P7	1	ENSG00000260812	
RARRES2P6	1	ENSG00000261010	
RARRES2P5	1	ENSG00000260967	
RARRES2P4	1	ENSG00000250053	
RARRES2P3	1	ENSG00000231913	
SIRPB3P	1	ENSG00000223750	
PIN1	1	ENSG00000127445	
PIN4	1	ENSG00000102309	
RBMY2KP	1	ENSG00000225809	
HSP90AB1	1	ENSG00000096384	
RASGRF2	1	ENSG00000113319	
LRRK2	1	ENSG00000188906	
RASGRF1	1	ENSG00000058335	
LRRK1	1	ENSG00000154237	
HUS1B	1	ENSG00000188996	
ARRB1	1	ENSG00000137486	
ARRB2	1	ENSG00000141480	
SIRPAP1	1	ENSG00000225774	
NCK2	1	ENSG00000071051	
HMG20B	1	ENSG00000064961	
HMG20A	1	ENSG00000140382	
CCIN	1	ENSG00000185972	
RBMY2HP	1	ENSG00000238073	
C9orf64	1	ENSG00000165118	
NCK1	1	ENSG00000158092	
HSP90AA1	1	ENSG00000080824	
NDUFC2	1	ENSG00000151366	
NDUFC1	1	ENSG00000109390	
PARD3B	1	ENSG00000116117	
BIRC5	1	ENSG00000089685	
C9orf78	1	ENSG00000136819	
BIRC6	1	ENSG00000115760	
BIRC7	1	ENSG00000101197	
BIRC2	1	ENSG00000110330	
R3HCC1L	1	ENSG00000166024	
BIRC3	1	ENSG00000023445	
C9orf72	1	ENSG00000147894	
NDUFB9	1	ENSG00000147684	
NDUFB8	1	ENSG00000166136	
NDUFB7	1	ENSG00000099795	
PPP2R2DP1	1	ENSG00000231668	
NDUFB6	1	ENSG00000165264	
RBMY2EP	1	ENSG00000223637	
NDUFB5	1	ENSG00000136521	
NDUFB4	1	ENSG00000065518	
KHDC1L	1	ENSG00000256980	
NDUFB3	1	ENSG00000119013	
NDUFB2	1	ENSG00000090266	
CXXC1	1	ENSG00000154832	
BNIP3P30	1	ENSG00000268079	
PARD6G	1	ENSG00000178184	
NDUFB1	1	ENSG00000183648	
BNIP3P32	1	ENSG00000268830	
BNIP3P31	1	ENSG00000270191	
CXXC5	1	ENSG00000171604	
CXXC4	1	ENSG00000168772	
BNIP3P38	1	ENSG00000268469	
BNIP3P37	1	ENSG00000270479	
PARD6B	1	ENSG00000124171	
PARD6A	1	ENSG00000102981	
CCL8	1	ENSG00000108700	
NCLN	1	ENSG00000125912	
RP9P	1	ENSG00000205763	
BNIP3P39	1	ENSG00000269662	
CCL7	1	ENSG00000108688	
BNIP3P34	1	ENSG00000269509	
BNIP3P33	1	ENSG00000268717	
BNIP3P36	1	ENSG00000271661	
BNIP3P35	1	ENSG00000271655	
CCL2	1	ENSG00000108691	
IARS2	1	ENSG00000067704	
CCL1	1	ENSG00000108702	
C9orf43	1	ENSG00000157653	
IARS1	1	ENSG00000196305	
C9orf40	1	ENSG00000135045	
PIRT	1	ENSG00000233670	
NDUFA9	1	ENSG00000139180	
NDUFA8	1	ENSG00000119421	
NDUFA7	1	ENSG00000267855	
NDUFA6	1	ENSG00000184983	
NDUFA5	1	ENSG00000128609	
NDUFA4	1	ENSG00000189043	
RBMY2FP	1	ENSG00000243040	
NDUFA3	1	ENSG00000170906	
NDUFA2	1	ENSG00000131495	
NDUFA1	1	ENSG00000125356	
BNIP3P41	1	ENSG00000248302	
BNIP3P40	1	ENSG00000268058	
BNIP3P43	1	ENSG00000237202	
BNIP3P42	1	ENSG00000223974	
MTRFR	1	ENSG00000130921	
H2BC27P	1	ENSG00000181201	
BNIP3P45	1	ENSG00000271146	
BNIP3P46	1	ENSG00000271179	
C9orf57	1	ENSG00000204669	
CCM2	1	ENSG00000136280	
RBMY2GP	1	ENSG00000223744	
C9orf50	1	ENSG00000179058	
CCNK	1	ENSG00000090061	
CCNJ	1	ENSG00000107443	
CCNI	1	ENSG00000118816	
KHDC3L	1	ENSG00000203908	
CCNH	1	ENSG00000134480	
CCNF	1	ENSG00000162063	
CCNC	1	ENSG00000112237	
CCN6	1	ENSG00000112761	
CCN5	1	ENSG00000064205	
FAM53C	1	ENSG00000120709	
C9orf24	1	ENSG00000164972	
CCN4	1	ENSG00000104415	
FAM53B	1	ENSG00000189319	
CCN3	1	ENSG00000136999	
FAM53A	1	ENSG00000174137	
CCN2	1	ENSG00000118523	
CCN1	1	ENSG00000142871	
PISD	1	ENSG00000241878	
MTND4LP30	1	ENSG00000198868	
MTND4LP31	1	ENSG00000248259	
CCNY	1	ENSG00000108100	
LACTB2	1	ENSG00000147592	
CCNQ	1	ENSG00000262919	
CCNP	1	ENSG00000105219	
CCNO	1	ENSG00000152669	
ILRUN	1	ENSG00000196821	
HNRNPDP2	1	ENSG00000217811	
DEFB103B	1	ENSG00000177243	
CD1E	1	ENSG00000158488	
CD1D	1	ENSG00000158473	
CD1C	1	ENSG00000158481	
CD1B	1	ENSG00000158485	
CD1A	1	ENSG00000158477	
HNRNPDP1	1	ENSG00000232794	
FAM86B3P	1	ENSG00000173295	
CD19	1	ENSG00000177455	
SLAMF9	1	ENSG00000162723	
SLAMF8	1	ENSG00000158714	
SLAMF7	1	ENSG00000026751	
SURF6	1	ENSG00000148296	
SLAMF6	1	ENSG00000162739	
CD14	1	ENSG00000170458	
SLAMF1	1	ENSG00000117090	
CCR1	1	ENSG00000163823	
DEFB104B	1	ENSG00000177023	
SURF1	2	ENSG00000148290:ENSG00000260692	
IQSEC2	1	ENSG00000124313	
LRRN3	1	ENSG00000173114	
IQSEC1	1	ENSG00000144711	
SURF2	1	ENSG00000148291	
LRRN2	1	ENSG00000170382	
ADHFE1	1	ENSG00000147576	
IQSEC3	1	ENSG00000120645	
LRRN4	1	ENSG00000125872	
SURF4	1	ENSG00000148248	
ACER2	1	ENSG00000177076	
ACER1	1	ENSG00000167769	
ACER3	1	ENSG00000078124	
CD28	1	ENSG00000178562	
CD27	1	ENSG00000139193	
LRRN1	1	ENSG00000175928	
CD24	1	ENSG00000272398	
CD22	1	ENSG00000012124	
CD40	1	ENSG00000101017	
DEFB105A	1	ENSG00000186562	
DEFB105B	1	ENSG00000186599	
IGLL3P	1	ENSG00000206066	
CD3G	1	ENSG00000160654	
APOC4-APOC2	1	ENSG00000224916	
CLEC9A	1	ENSG00000197992	
CD3E	1	ENSG00000198851	
CD3D	1	ENSG00000167286	
SPTLC1	1	ENSG00000090054	
SPTLC2	1	ENSG00000100596	
SPTLC3	1	ENSG00000172296	
RSRC1	1	ENSG00000174891	
NCS1	1	ENSG00000107130	
CCR9	1	ENSG00000173585	
CD38	1	ENSG00000004468	
CCR8	1	ENSG00000179934	
CD37	1	ENSG00000104894	
CCR7	1	ENSG00000126353	
CCR6	1	ENSG00000112486	
CD36	1	ENSG00000135218	
OR6D1P	1	ENSG00000224402	
CCR5	1	ENSG00000160791	
CD34	1	ENSG00000174059	
CCR4	1	ENSG00000183813	
CD33	1	ENSG00000105383	
RBBP8NL	1	ENSG00000130701	
CCR3	1	ENSG00000183625	
CCR2	1	ENSG00000121807	
CD53	1	ENSG00000143119	
CCT3	1	ENSG00000163468	
CCT2	1	ENSG00000166226	
CD52	1	ENSG00000169442	
ZNF816-ZNF321P	1	ENSG00000221874	
CICP27	1	ENSG00000233750	
DEFB106B	1	ENSG00000187082	
CICP20	1	ENSG00000235955	
CICP22	1	ENSG00000226220	
CICP24	1	ENSG00000271466	
DEFB106A	1	ENSG00000186579	
CICP23	1	ENSG00000270921	
CICP26	1	ENSG00000233003	
PDRG1	1	ENSG00000088356	
NCR1	1	ENSG00000189430	
NCR2	1	ENSG00000096264	
NCR3	3	ENSG00000225211:ENSG00000236315:ENSG00000237808	
CD48	1	ENSG00000117091	
CD47	1	ENSG00000196776	
CD46	1	ENSG00000117335	
CD44	1	ENSG00000026508	
CICP17	1	ENSG00000227233	
CD63	1	ENSG00000135404	
CICP16	1	ENSG00000248213	
CD5L	1	ENSG00000073754	
MIS12	1	ENSG00000167842	
MTND4LP16	1	ENSG00000234731	
MTND4LP17	1	ENSG00000241221	
CICP11	1	ENSG00000237799	
MTND4LP18	1	ENSG00000254747	
MTND4LP19	1	ENSG00000219087	
CICP10	1	ENSG00000224160	
CICP13	1	ENSG00000234419	
DEFB107B	1	ENSG00000198129	
CICP12	1	ENSG00000225270	
MTND4LP20	1	ENSG00000220514	
MTND4LP21	1	ENSG00000231582	
MTND4LP22	1	ENSG00000248133	
MTND4LP24	1	ENSG00000262259	
GPC1	1	ENSG00000063660	
CREG1	1	ENSG00000143162	
MTND4LP25	1	ENSG00000260067	
CREG2	1	ENSG00000175874	
MTND4LP26	1	ENSG00000254015	
GPC3	1	ENSG00000147257	
ANKRD36BP1	1	ENSG00000214262	
GPC2	1	ENSG00000213420	
ANKRD36BP2	1	ENSG00000230006	
CD59	1	ENSG00000085063	
GPC5	1	ENSG00000179399	
GPC4	1	ENSG00000076716	
CD58	1	ENSG00000116815	
CCT8	1	ENSG00000156261	
CCT7	1	ENSG00000135624	
GPC6	1	ENSG00000183098	
CCT5	1	ENSG00000150753	
CD55	1	ENSG00000196352	
CCT4	1	ENSG00000115484	
DEFB108F	1	ENSG00000188438	
CD74	1	ENSG00000019582	
DEFB108D	1	ENSG00000255544	
CD72	1	ENSG00000137101	
DEFB108E	1	ENSG00000254623	
CD70	1	ENSG00000125726	
TCP11X3P	1	ENSG00000251525	
DKKL1	1	ENSG00000104901	
RPA1	1	ENSG00000132383	
RPA2	1	ENSG00000117748	
RSRC2	1	ENSG00000111011	
DEFB108B	1	ENSG00000184276	
DEFB108C	1	ENSG00000215371	
DEFB108A	1	ENSG00000229907	
MTND4LP10	1	ENSG00000240084	
MTND4LP11	1	ENSG00000234163	
GPAM	1	ENSG00000119927	
MTND4LP12	1	ENSG00000236300	
MTND4LP13	1	ENSG00000235318	
RPA3	1	ENSG00000106399	
MTND4LP14	1	ENSG00000243104	
RPA4	1	ENSG00000204086	
BAALC-AS2	1	ENSG00000236939	
ENOPH1P1	1	ENSG00000236182	
CD69	1	ENSG00000110848	
CD68	1	ENSG00000129226	
RBBP8P1	1	ENSG00000230399	
CD86	1	ENSG00000114013	
CD84	1	ENSG00000066294	
CD83	1	ENSG00000112149	
CD82	1	ENSG00000085117	
CD81	1	ENSG00000110651	
CYP4F27P	1	ENSG00000248313	
CD80	1	ENSG00000121594	
PPFIA1	1	ENSG00000131626	
EP300	1	ENSG00000100393	
PPFIA4	1	ENSG00000143847	
PPFIA3	1	ENSG00000177380	
PPFIA2	1	ENSG00000139220	
CD96	1	ENSG00000153283	
CD93	1	ENSG00000125810	
RUNDC3B	1	ENSG00000105784	
RUNDC3A	1	ENSG00000108309	
CD8B	1	ENSG00000172116	
CD8A	1	ENSG00000153563	
GPD2	1	ENSG00000115159	
GPD1	1	ENSG00000167588	
CYP4F25P	1	ENSG00000224106	
TOR1AIP2	1	ENSG00000169905	
PDS5B	1	ENSG00000083642	
RASGRP2	1	ENSG00000068831	
PDS5A	1	ENSG00000121892	
DDX60	1	ENSG00000137628	
RPF2	1	ENSG00000197498	
RASGRP1	1	ENSG00000172575	
TOR1AIP1	1	ENSG00000143337	
RASGRP4	1	ENSG00000171777	
RPF1	1	ENSG00000117133	
RASGRP3	1	ENSG00000152689	
IGLV6-57	1	ENSG00000211640	
PACSIN2	1	ENSG00000100266	
CYP4F24P	1	ENSG00000267594	
PACSIN3	1	ENSG00000165912	
NDUFV3	1	ENSG00000160194	
LELP1	1	ENSG00000203784	
NDUFV2	1	ENSG00000178127	
NDUFV1	1	ENSG00000167792	
CD99	1	ENSG00000002586	
PACSIN1	1	ENSG00000124507	
IVNS1ABP	1	ENSG00000116679	
CCZ1	1	ENSG00000122674	
ISG15	1	ENSG00000187608	
ISG20	1	ENSG00000172183	
TARM1	1	ENSG00000248385	
RSRP1	1	ENSG00000117616	
CYP4F23P	1	ENSG00000269516	
SERGEF	1	ENSG00000129158	
DDX3Y	1	ENSG00000067048	
DDX49	1	ENSG00000105671	
DDX3X	1	ENSG00000215301	
DDX46	1	ENSG00000145833	
DDX47	1	ENSG00000213782	
DDX42	1	ENSG00000198231	
DDX43	1	ENSG00000080007	
ACSM2A	1	ENSG00000183747	
ARHGEF10L	1	ENSG00000074964	
DDX41	1	ENSG00000183258	
ACSM2B	1	ENSG00000066813	
GPHN	1	ENSG00000171723	
RPGR	1	ENSG00000156313	
KCTD9P6	1	ENSG00000229211	
KCTD9P5	1	ENSG00000248216	
KCTD9P4	1	ENSG00000214264	
KCTD9P3	1	ENSG00000187988	
HSP90B2P	1	ENSG00000259706	
KCTD9P2	1	ENSG00000181819	
KCTD9P1	1	ENSG00000225014	
A4GALT	1	ENSG00000128274	
DDX59	1	ENSG00000118197	
DDX55	1	ENSG00000111364	
DDX56	1	ENSG00000136271	
DDX53	1	ENSG00000184735	
DDX54	1	ENSG00000123064	
DDX51	1	ENSG00000185163	
DDX50	1	ENSG00000107625	
PJA2	1	ENSG00000198961	
PJA1	1	ENSG00000181191	
CREB3	1	ENSG00000107175	
NDUFS8	1	ENSG00000110717	
CREB1	1	ENSG00000118260	
NDUFS7	1	ENSG00000115286	
NDUFS6	1	ENSG00000145494	
NDUFS5	1	ENSG00000168653	
NDUFS4	1	ENSG00000164258	
TLK1P1	1	ENSG00000226783	
NDUFS3	1	ENSG00000213619	
NDUFS2	1	ENSG00000158864	
NDUFS1	1	ENSG00000023228	
SAXO1	1	ENSG00000155875	
SAXO2	1	ENSG00000188659	
CREB5	1	ENSG00000146592	
DDX28	1	ENSG00000182810	
NIM1K	1	ENSG00000177453	
DDX27	1	ENSG00000124228	
DDX24	1	ENSG00000089737	
DDX25	1	ENSG00000109832	
DDX23	1	ENSG00000174243	
CYP4F29P	1	ENSG00000228314	
DDX20	1	ENSG00000064703	
DDX21	1	ENSG00000165732	
ZNF29P	1	ENSG00000108452	
DDX31	1	ENSG00000125485	
RPIA	1	ENSG00000153574	
RPL18AP14	1	ENSG00000223733	
HSP90B3P	1	ENSG00000203914	
KATNBL1	1	ENSG00000134152	
SHLD3	1	ENSG00000253251	
SHLD2	1	ENSG00000122376	
SHLD1	1	ENSG00000171984	
RPL18AP15	1	ENSG00000236189	
RPL18AP16	1	ENSG00000237793	
FAM50B	1	ENSG00000145945	
RPL18AP17	1	ENSG00000227952	
FAM50A	1	ENSG00000071859	
RPL4	1	ENSG00000174444	
ZNF177	1	ENSG00000188629	
RPL5	1	ENSG00000122406	
DOC2GP	1	ENSG00000231793	
ZNF175	1	ENSG00000105497	
RPL3	1	ENSG00000100316	
ZNF174	1	ENSG00000103343	
RPL8	1	ENSG00000161016	
PAPPA-AS1	1	ENSG00000256040	
RPL9	1	ENSG00000163682	
RPL6	1	ENSG00000089009	
RPL7	1	ENSG00000147604	
LCE1A	1	ENSG00000186844	
LCE1B	1	ENSG00000196734	
USP17L7	1	ENSG00000226430	
USP17L4	1	ENSG00000236125	
USP17L5	1	ENSG00000227140	
USP17L8	1	ENSG00000237038	
GPATCH11P1	1	ENSG00000182921	
ZNF169	1	ENSG00000175787	
ZNF165	1	ENSG00000197279	
ZNF160	1	ENSG00000170949	
LCE1E	1	ENSG00000186226	
LCE1F	1	ENSG00000240386	
B4GALNT2P1	1	ENSG00000248883	
LCE1C	1	ENSG00000197084	
LCE1D	1	ENSG00000172155	
LCE2B	1	ENSG00000159455	
LCE2C	1	ENSG00000187180	
LCE2A	1	ENSG00000187173	
SPIN2B	1	ENSG00000186787	
SPIN2A	1	ENSG00000147059	
ZNF157	1	ENSG00000147117	
ZNF155	1	ENSG00000204920	
OR1X1P	1	ENSG00000272494	
ZNF154	1	ENSG00000179909	
RPN2	1	ENSG00000118705	
RPN1	1	ENSG00000163902	
PTPMT1	1	ENSG00000110536	
SLC19A3	1	ENSG00000135917	
ART2P	1	ENSG00000238048	
ZNF148	1	ENSG00000163848	
ZNF146	1	ENSG00000167635	
SLC19A1	1	ENSG00000173638	
SLC19A2	1	ENSG00000117479	
RBMY1A1	1	ENSG00000234414	
ZNF143	1	ENSG00000166478	
ENTR1P2	1	ENSG00000181101	
ZNF142	1	ENSG00000115568	
ZNF141	1	ENSG00000131127	
ZNF140	1	ENSG00000196387	
ENTR1P1	1	ENSG00000256704	
CDC7	1	ENSG00000097046	
CDC6	1	ENSG00000094804	
GPN2	1	ENSG00000142751	
GPN1	1	ENSG00000198522	
GPN3	1	ENSG00000111231	
TADA2B	1	ENSG00000173011	
ZNF138	1	ENSG00000197008	
ZNF136	1	ENSG00000196646	
ZNF135	1	ENSG00000176293	
ZNF134	1	ENSG00000213762	
ZNF133	1	ENSG00000125846	
ZNF132	1	ENSG00000131849	
BRME1	1	ENSG00000132016	
ZNF131	1	ENSG00000172262	
CLINT1	1	ENSG00000113282	
LCE5A	1	ENSG00000186207	
RSPO2	1	ENSG00000147655	
RSPO3	1	ENSG00000146374	
RSPO1	1	ENSG00000169218	
HAVCR1	1	ENSG00000113249	
RSPO4	1	ENSG00000101282	
ZNF124	1	ENSG00000196418	
HAVCR2	1	ENSG00000135077	
NDC1	1	ENSG00000058804	
NPAP1P2	1	ENSG00000214695	
ZNF121	1	ENSG00000197961	
NPAP1P3	1	ENSG00000237740	
TIMM29	1	ENSG00000142444	
NPAP1P6	1	ENSG00000238002	
