NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
SNORD66	1	ENSG00000212158	
SNORD67	1	ENSG00000212135	
RAB5C-AS1	1	ENSG00000267658	
NAXD	1	ENSG00000213995	
NRDE2	1	ENSG00000119720	
SNORD62	1	ENSG00000199411	
SNORD63	1	ENSG00000206989	
SNORD60	1	ENSG00000206630	
SNORD61	1	ENSG00000206979	
SOCS6P1	1	ENSG00000215120	
PHB1	1	ENSG00000167085	
RNH1	1	ENSG00000023191	
ARHGEF18-AS1	1	ENSG00000267852	
GPATCH2	1	ENSG00000092978	
GPATCH1	1	ENSG00000076650	
GPATCH4	1	ENSG00000160818	
PHAX	1	ENSG00000164902	
ADARB1	1	ENSG00000197381	
GPATCH3	1	ENSG00000198746	
ADARB2	1	ENSG00000185736	
PHB2	1	ENSG00000215021	
GPATCH8	1	ENSG00000186566	
MIR676	1	ENSG00000211991	
MIR670	1	ENSG00000211568	
SNORD99	1	ENSG00000221539	
SNORD97	1	ENSG00000238622	
SNORD95	1	ENSG00000264549	
CMKLR2	1	ENSG00000183671	
SNORD93	1	ENSG00000221740	
CMKLR1	1	ENSG00000174600	
SNORD94	1	ENSG00000208772	
DDX17	1	ENSG00000100201	
DDX18	1	ENSG00000088205	
SNORD92	1	ENSG00000264994	
SNORD90	1	ENSG00000212447	
ALDOAP1	1	ENSG00000242849	
ALDOAP2	1	ENSG00000214297	
DDX11	1	ENSG00000013573	
DDX10	1	ENSG00000178105	
CRB3P1	1	ENSG00000232563	
SNORD89	1	ENSG00000212283	
SNORD86	1	ENSG00000212498	
SNORD87	1	ENSG00000254341	
SNORD84	1	ENSG00000265236	
SNORD82	1	ENSG00000202400	
RHNO1	1	ENSG00000171792	
ZNF398	1	ENSG00000197024	
SNORD83	1	ENSG00000223294	
ZNF397	1	ENSG00000186812	
ZNF396	1	ENSG00000186496	
TUBAP2	1	ENSG00000214391	
GLYATL1P1	1	ENSG00000255189	
ZNF395	1	ENSG00000186918	
TUBAP1	1	ENSG00000237569	
INTS9-AS1	1	ENSG00000254034	
GLYATL1P2	1	ENSG00000254717	
ZNF394	1	ENSG00000160908	
HRG-AS1	1	ENSG00000197099	
PDXDC1	1	ENSG00000179889	
TUBAP7	1	ENSG00000253547	
ZNF391	1	ENSG00000124613	
TUBAP4	1	ENSG00000261665	
PHYHIPL	1	ENSG00000165443	
TUBAP9	1	ENSG00000225154	
TUBAP8	1	ENSG00000238145	
RPSAP76	1	ENSG00000235332	
SMG1-DT	1	ENSG00000260352	
RPSAP75	1	ENSG00000270954	
RPSAP74	1	ENSG00000253621	
RNU1-100P	1	ENSG00000202125	
TBC1D3P1-DHX40P1	1	ENSG00000267104	
NTHL1	1	ENSG00000065057	
TTPA	1	ENSG00000137561	
NRBF2	1	ENSG00000148572	
GLYATL1P4	1	ENSG00000254399	
HIKESHIP1	1	ENSG00000226774	
HIKESHIP2	1	ENSG00000267544	
ZNF384	1	ENSG00000126746	
PHC2	1	ENSG00000134686	
PHC1	1	ENSG00000111752	
ZNF383	1	ENSG00000188283	
ZNF382	1	ENSG00000161298	
HIKESHIP3	1	ENSG00000271081	
PRPF19-DT	1	ENSG00000257052	
PATJ-DT	1	ENSG00000271200	
CALM1P2	1	ENSG00000230564	
RPSAP72	1	ENSG00000219361	
CALM1P1	1	ENSG00000223467	
PHC3	1	ENSG00000173889	
RPSAP71	1	ENSG00000254256	
RPSAP70	1	ENSG00000250327	
EHD1	1	ENSG00000110047	
RPSAP65	1	ENSG00000223683	
EHD2	1	ENSG00000024422	
RPSAP64	1	ENSG00000227721	
EHD3	1	ENSG00000013016	
RPSAP63	1	ENSG00000233260	
EHD4	1	ENSG00000103966	
RPSAP62	1	ENSG00000226299	
ZNF37A	1	ENSG00000075407	
VN2R1P	1	ENSG00000174930	
RPSAP69	1	ENSG00000233487	
RPSAP67	1	ENSG00000266858	
RPSAP66	1	ENSG00000266943	
ITPA	1	ENSG00000125877	
PHF3	1	ENSG00000118482	
SERPINA11	1	ENSG00000186910	
SERPINA12	1	ENSG00000165953	
PHF2	1	ENSG00000197724	
TMED11P	1	ENSG00000215367	
PHF1	1	ENSG00000112511	
SERPINA10	1	ENSG00000140093	
MIR629	1	ENSG00000207965	
MIR627	1	ENSG00000207712	
MIR626	1	ENSG00000207766	
PHF7	1	ENSG00000010318	
MIR625	1	ENSG00000207781	
RPSAP61	1	ENSG00000214016	
PHF6	1	ENSG00000156531	
MIR624	1	ENSG00000207952	
RPSAP60	1	ENSG00000228965	
PHEX	1	ENSG00000102174	
MIR623	1	ENSG00000207719	
PHF8	1	ENSG00000172943	
MIR3609	1	ENSG00000266019	
RPSAP54	1	ENSG00000213621	
RPSAP53	1	ENSG00000214263	
RPSAP52	1	ENSG00000241749	
MIR3617	1	ENSG00000266071	
RPSAP51	1	ENSG00000244131	
MIR3616	1	ENSG00000264901	
MIR3611	1	ENSG00000266228	
GNLY	1	ENSG00000115523	
TCTN3	1	ENSG00000119977	
RPSAP57	1	ENSG00000267524	
TCTN2	1	ENSG00000168778	
MIR3613	1	ENSG00000264864	
TCTN1	1	ENSG00000204852	
RPSAP55	1	ENSG00000214896	
MIR3612	1	ENSG00000265635	
RBPMS2	1	ENSG00000166831	
RPSAP59	1	ENSG00000233071	
JARID2	1	ENSG00000008083	
ZNF367	1	ENSG00000165244	
ZNF366	1	ENSG00000178175	
ZNF365	1	ENSG00000138311	
UBE2E3-DT	1	ENSG00000236153	
ZNF362	1	ENSG00000160094	
MIR663AHG	1	ENSG00000227195	
MIR638	1	ENSG00000207972	
GNL2	1	ENSG00000134697	
RPSAP50	1	ENSG00000224776	
GNL1	1	ENSG00000204590	
MIR635	1	ENSG00000207561	
MIR634	1	ENSG00000207943	
GNL3	1	ENSG00000163938	
MIR633	1	ENSG00000207552	
APBB1IP	1	ENSG00000077420	
MIR643	1	ENSG00000208002	
RPSAP43	1	ENSG00000216471	
RPSAP42	1	ENSG00000219463	
TUBB2B	1	ENSG00000137285	
MIR641	1	ENSG00000207631	
RPSAP41	1	ENSG00000239626	
TUBB2A	1	ENSG00000137267	
MIR640	1	ENSG00000207821	
RPSAP40	1	ENSG00000231368	
RPSAP47	1	ENSG00000188856	
RNU1-101P	1	ENSG00000212473	
RPSAP46	1	ENSG00000213394	
RPSAP45	1	ENSG00000219773	
VN2R3P	1	ENSG00000234680	
RPSAP44	1	ENSG00000220773	
RPSAP49	1	ENSG00000226327	
ZNF358	1	ENSG00000198816	
RPSAP48	1	ENSG00000240590	
NBAS	1	ENSG00000151779	
ZNF350	1	ENSG00000256683	
RNMT	1	ENSG00000101654	
WDR45B	1	ENSG00000141580	
MIR649	1	ENSG00000207575	
MIR648	1	ENSG00000207780	
MIR647	1	ENSG00000207554	
MIR646	1	ENSG00000207802	
MIR645	1	ENSG00000208018	
MIR654	1	ENSG00000207934	
RPSAP32	1	ENSG00000238075	
MIR653	1	ENSG00000208014	
RPSAP31	1	ENSG00000234371	
FENDRR	1	ENSG00000268388	
MIR652	1	ENSG00000208013	
NECTIN3-AS1	1	ENSG00000242242	
MIR651	1	ENSG00000207628	
RPSAP36	1	ENSG00000243175	
RPSAP35	1	ENSG00000237684	
ABI3BP	1	ENSG00000154175	
RPSAP34	1	ENSG00000239939	
RPSAP33	1	ENSG00000226765	
RNU1-104P	1	ENSG00000253089	
RPSAP39	1	ENSG00000244002	
RPSAP38	1	ENSG00000239694	
ZNF347	1	ENSG00000197937	
RPSAP37	1	ENSG00000241888	
ZNF346	1	ENSG00000113761	
PDK4-AS1	1	ENSG00000231170	
ZNF345	1	ENSG00000251247	
CYP4F44P	1	ENSG00000253748	
HMGB2P1	1	ENSG00000267736	
ZNF343	1	ENSG00000088876	
ZNF341	1	ENSG00000131061	
RNLS	1	ENSG00000184719	
CRYZL2P	1	ENSG00000242193	
MIR659	1	ENSG00000207696	
TUBB4B	1	ENSG00000188229	
TUBB4A	1	ENSG00000104833	
MIR657	1	ENSG00000207736	
MIR656	1	ENSG00000207959	
GNMT	1	ENSG00000124713	
ZNF33B	1	ENSG00000196693	
MIR655	1	ENSG00000207646	
ZNF33A	1	ENSG00000189180	
RPSAP21	1	ENSG00000226498	
RPSAP20	1	ENSG00000229871	
MIR662	1	ENSG00000207579	
MIR661	1	ENSG00000207574	
RPSAP25	1	ENSG00000230384	
IDI1P2	1	ENSG00000253654	
MIR660	1	ENSG00000207970	
RPSAP24	1	ENSG00000235414	
IDI1P1	1	ENSG00000237939	
RPSAP23	1	ENSG00000230391	
RNU1-103P	1	ENSG00000252311	
RPSAP22	1	ENSG00000229648	
IDI1P3	1	ENSG00000231071	
RPSAP29	1	ENSG00000244722	
RPSAP28	1	ENSG00000214484	
ZNF337	1	ENSG00000130684	
RPSAP27	1	ENSG00000233869	
RPSAP26	1	ENSG00000242735	
ZNF335	1	ENSG00000198026	
ZNF334	1	ENSG00000198185	
ZNF333	1	ENSG00000160961	
ZNF331	1	ENSG00000130844	
ZNF330	1	ENSG00000109445	
RNU6-41P	1	ENSG00000207472	
TMEM131L	1	ENSG00000121210	
RNU6-1141P	1	ENSG00000201390	
STPG2-AS1	1	ENSG00000251620	
MIR3659	1	ENSG00000265596	
NRBP2	1	ENSG00000185189	
PDCL3P7	1	ENSG00000256777	
PDCL3P6	1	ENSG00000224255	
PDCL3P5	1	ENSG00000213089	
PDCL3P4	1	ENSG00000244119	
PDCL3P3	1	ENSG00000214286	
PTCD2P2	1	ENSG00000234256	
MIR3657	1	ENSG00000266370	
ZNF329	1	ENSG00000181894	
MALINC1	1	ENSG00000245146	
PTCD2P1	1	ENSG00000258456	
PDCL3P1	1	ENSG00000226301	
TUBB7P	2	ENSG00000173876:ENSG00000251297	
MIR3650	1	ENSG00000265304	
ZNF326	1	ENSG00000162664	
ZNF324	1	ENSG00000083812	
ZNF322	1	ENSG00000181315	
ZNF320	1	ENSG00000182986	
SERF1A	1	ENSG00000172058	
SERF1B	1	ENSG00000205572	
RNU6-40P	1	ENSG00000206981	
OR4A4P	1	ENSG00000254769	
HLCS-IT1	1	ENSG00000237646	
PAGE2B	1	ENSG00000238269	
SSMEM1	1	ENSG00000165120	
OR52X1P	1	ENSG00000234895	
NDNF-AS1	1	ENSG00000250344	
NRBP1	1	ENSG00000115216	
MIR3649	1	ENSG00000266043	
ZNF319	1	ENSG00000166188	
MIR3646	1	ENSG00000266151	
ZNF318	1	ENSG00000171467	
ZNF317	1	ENSG00000130803	
ZNF316	1	ENSG00000205903	
PHIP	1	ENSG00000146247	
FAM8A1	1	ENSG00000137414	
PABPC1L2B-AS1	1	ENSG00000226725	
ZNF311	1	ENSG00000197935	
KCNH1-IT1	1	ENSG00000234233	
CBFB	1	ENSG00000067955	
MIR609	1	ENSG00000208033	
MIR608	1	ENSG00000207551	
OR4A3P	1	ENSG00000254464	
MIR607	1	ENSG00000207976	
MIR606	1	ENSG00000207583	
MIR605	1	ENSG00000207813	
MIR604	1	ENSG00000207612	
MIR603	1	ENSG00000207930	
MIR602	1	ENSG00000207693	
MIR601	1	ENSG00000207991	
MIR610	1	ENSG00000207874	
YBEY	1	ENSG00000182362	
OR4A47	1	ENSG00000237388	
MPC1L	1	ENSG00000238205	
ZNF304	1	ENSG00000131845	
ZNF302	1	ENSG00000089335	
ZNF300	1	ENSG00000145908	
TMEM132D	1	ENSG00000151952	
TMEM132C	1	ENSG00000181234	
TMEM132E	1	ENSG00000181291	
OR4A2P	1	ENSG00000227547	
POLR3GL	1	ENSG00000121851	
TMEM132B	1	ENSG00000139364	
RPL41P1	1	ENSG00000227063	
TMEM132A	1	ENSG00000006118	
MIR619	1	ENSG00000207622	
RPL41P2	1	ENSG00000256338	
TUBB8B	1	ENSG00000173213	
MIR618	1	ENSG00000208022	
TRBV29-1	1	ENSG00000232869	
MIR617	1	ENSG00000207763	
PHKB	1	ENSG00000102893	
MIR616	1	ENSG00000208028	
MIR615	1	ENSG00000207571	
RNU6-1140P	1	ENSG00000222449	
MIR3619	1	ENSG00000266533	
NBDY	1	ENSG00000204272	
MIR613	1	ENSG00000207983	
MIR621	1	ENSG00000207652	
ADCY10	1	ENSG00000143199	
MIR620	1	ENSG00000207967	
NBEA	1	ENSG00000172915	
MIR3621	1	ENSG00000263697	
RPL41P5	1	ENSG00000256393	
DIDO1	1	ENSG00000101191	
TTLL10-AS1	1	ENSG00000205231	
OR4A9P	1	ENSG00000254891	
RN7SL838P	1	ENSG00000243562	
RO60	1	ENSG00000116747	
RNU6-929P	1	ENSG00000207158	
ACE3P	1	ENSG00000224353	
P2RY10BP	1	ENSG00000232168	
RNU6-1146P	1	ENSG00000252091	
STIM1-AS1	1	ENSG00000228661	
MIR3691	1	ENSG00000265083	
MIR3690	1	ENSG00000265658	
RNU6-46P	1	ENSG00000206587	
MIR3692	1	ENSG00000266617	
RNU6-44P	1	ENSG00000206772	
RN7SL837P	1	ENSG00000240502	
HAUS4	1	ENSG00000092036	
MPRIP-AS1	1	ENSG00000225442	
HAUS3	1	ENSG00000214367	
HAUS6	1	ENSG00000147874	
HAUS5	1	ENSG00000249115	
HAUS2	1	ENSG00000137814	
GRTP1-AS1	1	ENSG00000225083	
HAUS1	1	ENSG00000152240	
RNU6-928P	1	ENSG00000252685	
RNU6-1147P	1	ENSG00000200250	
MIR3684	1	ENSG00000265213	
MIR3683	1	ENSG00000266287	
MIR3686	1	ENSG00000263763	
MIR3685	1	ENSG00000265917	
FAM53B-AS1	1	ENSG00000233334	
MIR3682	1	ENSG00000265452	
RNU6-45P	1	ENSG00000207200	
MIR3681	1	ENSG00000264089	
RN7SL836P	1	ENSG00000241226	
RNU6-43P	1	ENSG00000207029	
OR4A7P	1	ENSG00000255349	
EI24	1	ENSG00000149547	
RNU6-1143P	1	ENSG00000251934	
CYP3A4	1	ENSG00000160868	
CYP3A5	1	ENSG00000106258	
CYP3A7	1	ENSG00000160870	
C1DP1	1	ENSG00000231245	
HAUS8	1	ENSG00000131351	
FIP1L1	1	ENSG00000145216	
MIR3677	1	ENSG00000266643	
HAUS7	1	ENSG00000213397	
MIR3679	1	ENSG00000263813	
MIR3678	1	ENSG00000264511	
CEACAM21	1	ENSG00000007129	
MIR3672	1	ENSG00000265456	
MIR3675	1	ENSG00000263811	
C1DP5	1	ENSG00000254965	
C1DP4	1	ENSG00000227515	
C1DP3	1	ENSG00000224760	
MIR3671	1	ENSG00000265996	
C1DP2	1	ENSG00000236217	
OR4A6P	1	ENSG00000255078	
MIR4650-1	1	ENSG00000266525	
CEACAM18	1	ENSG00000213822	
RNU6-42P	1	ENSG00000206892	
DLGAP5P1	1	ENSG00000237195	
CEACAM16	1	ENSG00000213892	
DLGAP5P2	1	ENSG00000237873	
RN7SL835P	1	ENSG00000264250	
CYP51A1	1	ENSG00000001630	
MIR365A	1	ENSG00000199130	
RNU6-1144P	1	ENSG00000206974	
SLC30A4-AS1	1	ENSG00000259354	
CEACAM19	1	ENSG00000186567	
MIR4650-2	1	ENSG00000264494	
MIR3666	1	ENSG00000272230	
MIR3665	1	ENSG00000266325	
MIR3668	1	ENSG00000263514	
RNU6-1145P	1	ENSG00000206973	
MIR3667	1	ENSG00000264139	
PI15	1	ENSG00000137558	
MIR3661	1	ENSG00000266751	
MIR3664	1	ENSG00000263744	
PI16	1	ENSG00000164530	
MIR3663	1	ENSG00000266782	
NECTIN4	1	ENSG00000143217	
NECTIN3	1	ENSG00000177707	
NECTIN2	1	ENSG00000130202	
MIR3660	1	ENSG00000264342	
NECTIN1	1	ENSG00000110400	
ISCA2	1	ENSG00000165898	
ISCA1	1	ENSG00000135070	
TSBP1	1	ENSG00000204296	
RN7SL834P	1	ENSG00000243650	
FGF10-AS1	1	ENSG00000248464	
FAM89B	1	ENSG00000176973	
FAM89A	1	ENSG00000182118	
CBLC	1	ENSG00000142273	
CBLB	1	ENSG00000114423	
MIR4280HG	1	ENSG00000233828	
RNY3	1	ENSG00000202354	
RNY4	1	ENSG00000252316	
RNY1	1	ENSG00000201098	
RNU6-1138P	1	ENSG00000202229	
RNU6-925P	1	ENSG00000207359	
CKAP2LP1	1	ENSG00000271461	
LAMTOR5P1	1	ENSG00000236646	
METTL1	1	ENSG00000037897	
RN7SL833P	1	ENSG00000244080	
METTL3	1	ENSG00000165819	
TXLNGY	1	ENSG00000131002	
FLJ13224	1	ENSG00000177340	
KATNAL1	1	ENSG00000102781	
CYP2U1	1	ENSG00000155016	
KATNAL2	1	ENSG00000167216	
RNU6-924P	1	ENSG00000199796	
TRERNA1	1	ENSG00000231265	
FAM88E	1	ENSG00000237357	
IGHV7-81	1	ENSG00000211979	
FAM88C	1	ENSG00000204802	
ZNF747-DT	1	ENSG00000235560	
FAM88B	1	ENSG00000170161	
RNU6-49P	1	ENSG00000206983	
NBL1	1	ENSG00000158747	
FAM88F	1	ENSG00000226007	
RN7SL832P	1	ENSG00000243819	
KRT33B	1	ENSG00000131738	
KRT33A	1	ENSG00000006059	
RNU6-927P	1	ENSG00000252008	
CASP16P	1	ENSG00000228146	
RNU6-1136P	1	ENSG00000252643	
COMETT	1	ENSG00000231210	
RAP2CP1	1	ENSG00000270938	
RNU6-48P	1	ENSG00000206888	
RALGDS	1	ENSG00000160271	
MIR3591	1	ENSG00000207778	
IGHV7-56	1	ENSG00000253131	
RN7SL831P	1	ENSG00000241992	
RRS1-DT	1	ENSG00000246145	
RNU6-926P	1	ENSG00000206802	
RAET1E	1	ENSG00000164520	
RNU6-1137P	1	ENSG00000252882	
RAET1G	1	ENSG00000203722	
CYP2S1	1	ENSG00000167600	
DSCAM-IT1	1	ENSG00000233756	
RAET1L	1	ENSG00000155918	
RAET1K	1	ENSG00000218358	
SH3TC2-DT	1	ENSG00000250072	
RAET1M	1	ENSG00000216444	
RNU6-47P	1	ENSG00000206593	
ROBO2	1	ENSG00000185008	
ROBO3	1	ENSG00000154134	
ROBO4	1	ENSG00000154133	
IGHV7-27	1	ENSG00000254326	
OR4A1P	1	ENSG00000254408	
ENSG00000229494	1	ENSG00000229494	
XIAPP1	1	ENSG00000270294	
XIAPP3	1	ENSG00000180152	
ROBO1	1	ENSG00000169855	
XIAPP2	1	ENSG00000254843	
BETALINC1	1	ENSG00000233492	
RNU6-921P	1	ENSG00000207089	
VENTX	1	ENSG00000151650	
DEPTOR-AS1	1	ENSG00000245330	
RPL3P10	1	ENSG00000243095	
CBR1	1	ENSG00000159228	
RPL3P11	1	ENSG00000223568	
TUBB	1	ENSG00000196230	
RPL3P12	1	ENSG00000232496	
RPL3P13	1	ENSG00000258013	
TOPORS	1	ENSG00000197579	
RNU6-920P	1	ENSG00000222858	
IGHV7-40	1	ENSG00000253467	
OR4A15	1	ENSG00000181958	
ENSG00000254443	1	ENSG00000254443	
OR4A16	1	ENSG00000181961	
GRAPLDR	1	ENSG00000262292	
NXT1-AS1	1	ENSG00000234832	
FAM86C1P	1	ENSG00000158483	
RNU6-923P	1	ENSG00000201623	
TRBV30	1	ENSG00000237254	
METTL4	1	ENSG00000101574	
METTL5	1	ENSG00000138382	
GPBP1L1	1	ENSG00000159592	
METTL6	1	ENSG00000206562	
METTL8	1	ENSG00000123600	
METTL9	1	ENSG00000197006	
CBR4	1	ENSG00000145439	
SCGB1B2P	1	ENSG00000268751	
CBR3	1	ENSG00000159231	
TRBV28	1	ENSG00000211753	
LHFPL5	1	ENSG00000197753	
LHFPL4	1	ENSG00000156959	
FAM86C2P	1	ENSG00000160172	
LHFPL3	1	ENSG00000187416	
LHFPL2	1	ENSG00000145685	
LHFPL1	1	ENSG00000182508	
TRBV27	1	ENSG00000211752	
TRBV26	1	ENSG00000249912	
NBR2	1	ENSG00000198496	
CYP2W1	1	ENSG00000073067	
RNU6-922P	1	ENSG00000252562	
LHFPL7	1	ENSG00000206069	
LHFPL6	1	ENSG00000183722	
NBR1	1	ENSG00000188554	
RPS6P21	1	ENSG00000243499	
RPS6P22	1	ENSG00000244390	
TRBV19	1	ENSG00000211746	
RPS6P20	1	ENSG00000226356	
IGSF11-AS1	1	ENSG00000239877	
PNKDP1	1	ENSG00000228089	
ZFHX2-AS1	1	ENSG00000157306	
RPSAP10	1	ENSG00000224439	
RPSAP14	1	ENSG00000233984	
RPSAP13	1	ENSG00000233924	
RPSAP12	1	ENSG00000240087	
RPSAP11	1	ENSG00000237433	
RPSAP18	1	ENSG00000224261	
RPSAP17	1	ENSG00000226855	
NRCAM	1	ENSG00000091129	
RPSAP16	1	ENSG00000235145	
RPSAP15	1	ENSG00000237506	
FAM81B	1	ENSG00000153347	
RPS6P25	1	ENSG00000240616	
FAM81A	1	ENSG00000157470	
RPS6P26	1	ENSG00000213269	
RPS6P23	1	ENSG00000230871	
RPSAP19	1	ENSG00000183298	
PHYH	1	ENSG00000107537	
SFTPD-AS1	1	ENSG00000273372	
SYCE1L	1	ENSG00000205078	
TUG1	1	ENSG00000253352	
RNASEH1P1	1	ENSG00000265790	
RNASEH1P2	1	ENSG00000231458	
TUFM	1	ENSG00000178952	
PRKCE-AS1	1	ENSG00000228481	
MIR4436B1	1	ENSG00000264979	
MIR4436B2	1	ENSG00000263881	
RPS6P16	1	ENSG00000243250	
RPS6P14	1	ENSG00000225482	
RPS6P15	1	ENSG00000230809	
RPS6P12	1	ENSG00000233309	
ROCR	1	ENSG00000228639	
PUS1-AS1	1	ENSG00000255992	
FAM83H	1	ENSG00000180921	
FAM83G	1	ENSG00000188522	
TRPM2-AS	1	ENSG00000230061	
FAM83F	1	ENSG00000133477	
FAM83E	1	ENSG00000105523	
CYP4F36P	1	ENSG00000273330	
FAM83D	1	ENSG00000101447	
FAM83C	1	ENSG00000125998	
FAM83B	1	ENSG00000168143	
FAM83A	1	ENSG00000147689	
CYP2J2	1	ENSG00000134716	
CBX8	1	ENSG00000141570	
CBX7	1	ENSG00000100307	
CBX6	1	ENSG00000183741	
CBX5	1	ENSG00000094916	
CBX4	1	ENSG00000141582	
CBX3	1	ENSG00000122565	
CBX2	1	ENSG00000173894	
CBX1	1	ENSG00000108468	
ENSG00000266401	1	ENSG00000266401	
LRP1B	1	ENSG00000168702	
CAPRIN1	1	ENSG00000135387	
CAPRIN2	1	ENSG00000110888	
CYP4F35P	1	ENSG00000265787	
NMUR2	1	ENSG00000132911	
NMUR1	1	ENSG00000171596	
LRP10	1	ENSG00000197324	
LRP12	1	ENSG00000147650	
LRP11	1	ENSG00000120256	
PSMD7-DT	1	ENSG00000261404	
CBY3	1	ENSG00000204659	
CBY2	1	ENSG00000174015	
CBY1	1	ENSG00000100211	
WDR4P2	1	ENSG00000229462	
OSTN-AS1	1	ENSG00000233308	
WDR4P1	1	ENSG00000271158	
YBX2	1	ENSG00000006047	
MRPS35P2	1	ENSG00000250830	
YBX1	1	ENSG00000065978	
MRPS35P3	1	ENSG00000270192	
YBX3	1	ENSG00000060138	
MIR589	1	ENSG00000207973	
SPRED3	1	ENSG00000188766	
MIR599	1	ENSG00000207804	
SPRED2	1	ENSG00000198369	
MIR598	1	ENSG00000207600	
SPRED1	1	ENSG00000166068	
MIR597	1	ENSG00000207701	
ZKSCAN8P1	1	ENSG00000226314	
MIR596	1	ENSG00000207826	
LRP5L	1	ENSG00000100068	
OBP2A	1	ENSG00000122136	
MIR595	1	ENSG00000207637	
POM121L9P	1	ENSG00000128262	
OBP2B	1	ENSG00000171102	
ZKSCAN8P2	1	ENSG00000218016	
MIR593	1	ENSG00000207588	
CYP2R1	1	ENSG00000186104	
MIR592	1	ENSG00000207692	
VWC2L	1	ENSG00000174453	
MIR591	1	ENSG00000208025	
FAM85B	1	ENSG00000253893	
RIMBP3C	1	ENSG00000183246	
MIR590	1	ENSG00000207741	
RHOQ-AS1	1	ENSG00000250116	
ENSG00000229425	1	ENSG00000229425	
EIF2B5-DT	1	ENSG00000272721	
VAC14	1	ENSG00000103043	
RPL18AP7	1	ENSG00000232439	
RPL18AP8	1	ENSG00000218754	
RPL18AP9	1	ENSG00000223916	
THBS2	1	ENSG00000186340	
THBS1	1	ENSG00000137801	
THBS4	1	ENSG00000113296	
THBS3	1	ENSG00000169231	
WASHC5-AS1	1	ENSG00000253167	
VIM-AS1	1	ENSG00000229124	
FAM87B	1	ENSG00000177757	
FAM87A	1	ENSG00000182366	
RPL18AP2	1	ENSG00000225043	
RPL18AP3	1	ENSG00000213442	
TCF7L2	1	ENSG00000148737	
TCF7L1	1	ENSG00000152284	
CD82-AS1	1	ENSG00000254693	
LPIN1	1	ENSG00000134324	
LPIN2	1	ENSG00000101577	
LPIN3	1	ENSG00000132793	
ZNF296	1	ENSG00000170684	
PID1	1	ENSG00000153823	
UGT2B29P	1	ENSG00000250566	
OSGEPL1	1	ENSG00000128694	
ZNF292	1	ENSG00000188994	
RBMY2CP	1	ENSG00000215540	
SPRING1	1	ENSG00000111412	
LOC101928532	1	ENSG00000250915	
CCDC148-AS1	1	ENSG00000227480	
AS3MT	1	ENSG00000214435	
CTNNA1-AS1	1	ENSG00000253404	
RFKP5	1	ENSG00000226036	
RFKP6	1	ENSG00000243165	
RFKP1	1	ENSG00000215802	
A1BG-AS1	1	ENSG00000268895	
CYP4F30P	1	ENSG00000214081	
RFKP2	1	ENSG00000239439	
NCOA7-AS1	1	ENSG00000232131	
RFKP3	1	ENSG00000241546	
THEG5	1	ENSG00000267465	
RFKP4	1	ENSG00000230769	
MEF2A	1	ENSG00000068305	
ZNF287	1	ENSG00000141040	
MEF2C	1	ENSG00000081189	
ZNF285	1	ENSG00000267508	
ZNF284	1	ENSG00000186026	
MEF2B	1	ENSG00000213999	
ZNF283	1	ENSG00000167637	
ZNF282	1	ENSG00000170265	
SRSF2P1	1	ENSG00000236072	
ZNF281	1	ENSG00000162702	
RBMY2DP	1	ENSG00000215507	
SETMAR	1	ENSG00000170364	
EID1	1	ENSG00000255302	
EID2	1	ENSG00000176396	
ENSG00000230615	1	ENSG00000230615	
EID3	1	ENSG00000255150	
NUP210L	1	ENSG00000143552	
THEGL	1	ENSG00000249693	
LETMD1	1	ENSG00000050426	
ZNF277	1	ENSG00000198839	
ZNF276	1	ENSG00000158805	
RBMY2AP	1	ENSG00000226092	
ZNF275	1	ENSG00000063587	
PIF1	1	ENSG00000140451	
LCEP1	1	ENSG00000233819	
RPIAP1	1	ENSG00000267597	
ZNF274	1	ENSG00000171606	
ZNF273	1	ENSG00000198039	
HHLA1	1	ENSG00000132297	
ENSG00000181123	1	ENSG00000181123	
ATP7BP1	1	ENSG00000270855	
HHLA2	1	ENSG00000114455	
HHLA3	1	ENSG00000197568	
TLK2P1	1	ENSG00000226049	
TLK2P2	1	ENSG00000228828	
UGT2B27P	1	ENSG00000251685	
KIAA0040	1	ENSG00000235750	
IGHVII-1-1	1	ENSG00000254279	
GHRHR	1	ENSG00000106128	
GRPEL1	1	ENSG00000109519	
GRPEL2	1	ENSG00000164284	
CHASERR	1	ENSG00000272888	
LCEP4	1	ENSG00000226947	
ZNF268	1	ENSG00000090612	
ZNF267	1	ENSG00000185947	
LCEP2	1	ENSG00000229713	
ZNF266	1	ENSG00000174652	
ZNF264	1	ENSG00000083844	
PIGUP1	1	ENSG00000224437	
RBMY2BP	1	ENSG00000224657	
ZNF263	1	ENSG00000006194	
ZNF260	1	ENSG00000254004	
H1-1	1	ENSG00000124610	
H1-0	1	ENSG00000189060	
H1-3	1	ENSG00000124575	
EIF1	1	ENSG00000173812	
H1-2	1	ENSG00000187837	
H1-5	1	ENSG00000184357	
FERMT1	1	ENSG00000101311	
H1-4	1	ENSG00000168298	
FANCD2P2	1	ENSG00000230342	
H1-7	1	ENSG00000187166	
EIF5	1	ENSG00000100664	
FANCD2OS	1	ENSG00000163705	
H1-6	1	ENSG00000187475	
EIF6	1	ENSG00000242372	
H1-8	1	ENSG00000178804	
ZNF257	1	ENSG00000197134	
FERMT2	1	ENSG00000073712	
